Number of Points,Trial Number,Graph Bandwidth,Error
32768,26,0.044532,0.047185
32768,31,0.044532,0.032174
32768,29,0.044532,0.036790
32768,35,0.044532,0.037000
32768,32,0.044532,0.040678
32768,30,0.044532,0.038152
32768,36,0.044532,0.029501
32768,39,0.044532,0.032891
32768,38,0.044532,0.033689
32768,37,0.044532,0.052590
32768,44,0.044532,0.026642
32768,42,0.044532,0.022616
32768,48,0.044532,0.031576
32768,41,0.044532,0.040089
32768,40,0.044532,0.050844
32768,47,0.044532,0.027863
32768,45,0.044532,0.046669
32768,43,0.044532,0.027168
32768,49,0.044532,0.049075
32768,46,0.044532,0.024405
32768,50,0.044532,0.033458
32768,54,0.044532,0.042661
32768,53,0.044532,0.022687
32768,51,0.044532,0.038327
32768,52,0.044532,0.043835
32768,55,0.044532,0.028997
32768,57,0.044532,0.032889
32768,56,0.044532,0.029947
32768,59,0.044532,0.036516
32768,58,0.044532,0.035253
32768,61,0.044532,0.033993
32768,60,0.044532,0.045900
32768,63,0.044532,0.037810
32768,68,0.044532,0.040245
32768,64,0.044532,0.030244
32768,70,0.044532,0.034374
32768,69,0.044532,0.045877
32768,66,0.044532,0.045101
32768,62,0.044532,0.038277
32768,74,0.044532,0.043250
32768,67,0.044532,0.035380
32768,72,0.044532,0.032678
32768,65,0.044532,1.177826
32768,71,0.044532,0.036729
32768,76,0.044532,0.030444
32768,73,0.044532,0.029524
32768,78,0.044532,0.034509
32768,75,0.044532,0.042601
32768,79,0.044532,0.034358
32768,77,0.044532,0.044239
32768,81,0.044532,0.028427
32768,80,0.044532,0.048460
32768,84,0.044532,0.026958
32768,82,0.044532,0.034110
32768,86,0.044532,0.033128
32768,85,0.044532,0.041537
32768,83,0.044532,0.037938
32768,91,0.044532,0.030951
32768,89,0.044532,0.032788
32768,90,0.044532,0.037135
32768,88,0.044532,0.046316
32768,93,0.044532,0.037998
32768,87,0.044532,0.029939
32768,96,0.044532,0.041693
32768,94,0.044532,0.023078
32768,97,0.044532,0.031441
32768,92,0.044532,0.035392
32768,98,0.044532,0.025179
32768,95,0.044532,0.033041
32768,99,0.044532,0.032756
65536,0,0.032522,0.022699
65536,17,0.032522,0.027352
65536,11,0.032522,0.030859
65536,15,0.032522,0.023941
65536,6,0.032522,0.035896
65536,1,0.032522,0.038896
65536,9,0.032522,0.030720
65536,19,0.032522,0.023007
65536,12,0.032522,0.024866
65536,4,0.032522,0.021774
65536,13,0.032522,0.023172
65536,7,0.032522,0.032057
65536,18,0.032522,0.031113
65536,8,0.032522,0.033264
65536,2,0.032522,0.035700
65536,3,0.032522,0.037506
65536,5,0.032522,0.039592
65536,10,0.032522,0.023896
65536,16,0.032522,0.033605
65536,14,0.032522,0.027682
65536,20,0.032522,0.025723
65536,22,0.032522,0.035512
65536,34,0.032522,0.028471
65536,27,0.032522,0.020093
65536,37,0.032522,0.036838
65536,24,0.032522,0.024293
65536,23,0.032522,0.025470
65536,26,0.032522,0.024879
65536,31,0.032522,0.032812
65536,30,0.032522,0.028720
65536,25,0.032522,0.025322
65536,29,0.032522,0.027874
65536,36,0.032522,0.023773
65536,39,0.032522,0.026193
65536,28,0.032522,0.023413
65536,38,0.032522,0.026498
65536,33,0.032522,0.037976
65536,21,0.032522,1.188380
65536,32,0.032522,0.025510
65536,35,0.032522,0.032987
65536,40,0.032522,0.028077
65536,42,0.032522,0.024370
65536,41,0.032522,0.035394
65536,44,0.032522,0.034532
65536,43,0.032522,0.033417
65536,48,0.032522,0.035226
65536,46,0.032522,0.025230
65536,52,0.032522,0.026918
65536,45,0.032522,0.024541
65536,57,0.032522,0.040040
65536,53,0.032522,0.036819
65536,47,0.032522,0.033293
65536,49,0.032522,0.035002
65536,50,0.032522,0.031448
65536,55,0.032522,0.022435
65536,56,0.032522,0.022985
65536,58,0.032522,0.029072
